GVKEY,DATADATE,POINTDATE,qtrsback,conm,datacqtr,ACTQh,ACTQh_dc,AOQh,AOQh_dc,APQh,APQh_dc,ATQh,ATQh_dc,CEQQh,CEQQh_dc,CHEQh,CHEQh_dc,DLTTQh,DLTTQh_dc,DOQh,DOQh_dc,DVPQh,DVPQh_dc,DVQh,DVQh_dc,IBADJQh,IBADJQh_dc,IBCOMQh,IBCOMQh_dc,IBQh,IBQh_dc,ICAPTQh,ICAPTQh_dc,LCOQh,LCOQh_dc,LCTQh,LCTQh_dc,LOQh,LOQh_dc,LTQh,LTQh_dc,NIQh,NIQh_dc,NOPIQh,NOPIQh_dc,PIQh,PIQh_dc,PPENTQh,PPENTQh_dc,PSTKQh,PSTKQh_dc,PSTKRQh,PSTKRQh_dc,SALEQh,SALEQh_dc,SEQQh,SEQQh_dc,TEQQh,TEQQh_dc,TXTQh,TXTQh_dc,XIDOQh,XIDOQh_dc
021040,20180228,20180430,0,SURGE COMPONENTS INC,Q1Y18,8.624,,0.97,,3.307,,9.737,,4.746,,1.066,,0.031,,0,,0.003,,0,,0.033,,0.033,,0.036,,4.777,,1.365,,4.928,,0.032,,4.991,,0.036,,0,,0.079,,0.143,,0,,0,,6.982,,4.746,,4.746,,0.043,,0,
022343,20180131,20180331,0,KLX INC,Q4Y17,2031,,1472.6,,180.8,,3790,,2269.9,,255.3,,1184.6,,0,,0,,0,,-11.5,,-11.5,,-11.5,,3454.5,,96,,287.5,,42.1,,1520.1,,-11.5,,0,,36.1,,286.4,,0,,0,,442.2,,2269.9,,2269.9,,47.6,,0,
022343,20180131,20180430,0,KLX INC,Q4Y17,2031,,1472.6,,180.8,,3790,,2269.9,,255.3,,1184.6,,0,,0,,0,,-11.5,,-11.5,,-11.5,,3454.5,,96,,287.5,,42.1,,1520.1,,-11.5,,0,,36.1,,286.4,,0,,0,,442.2,,2269.9,,2269.9,,47.6,,0,
022583,20180131,20180331,0,GMS INC,Q4Y17,593.632,,666.706,,98.924,,1418.351,,568.285,,28.939,,581.535,,0,,0,,0,,19.686,,19.686,,19.686,,1149.82,,89.063,,203.936,,50.339,,850.066,,19.686,,0.677,,15.198,,158.013,,0,,0,,585.508,,568.285,,568.285,,-4.488,,0,
022583,20180131,20180430,0,GMS INC,Q4Y17,593.632,,666.706,,98.924,,1418.351,,568.285,,28.939,,581.535,,0,,0,,0,,19.686,,19.686,,19.686,,1149.82,,89.063,,203.936,,50.339,,850.066,,19.686,,0.677,,15.198,,158.013,,0,,0,,585.508,,568.285,,568.285,,-4.488,,0,
022727,20180228,20180430,0,PUREBASE CORP,Q1Y18,0.074,,0,,0.195,,0.283,,-4.481,,0.042,,0,,0,,0,,0,,-0.498,,-0.498,,-0.498,,-4.481,,3.544,,4.764,,0,,4.764,,-0.498,,0,,-0.498,,0.209,,0,,0,,0.124,,-4.481,,-4.481,,0,,0,
023208,20180131,20180331,0,BARNES & NOBLE EDUCATION INC,Q4Y17,954.007,,315.586,,488.954,,1380.58,,448.678,,22.373,,113,,0,,0,,0,,-283.235,,-283.235,,-283.235,,561.678,,252.202,,741.156,,73.468,,931.902,,-283.235,,0,,-298.579,,110.987,,0,,0,,603.391,,448.678,,448.678,,-15.344,,0,
023208,20180131,20180430,0,BARNES & NOBLE EDUCATION INC,Q4Y17,954.007,,315.586,,488.954,,1380.58,,448.678,,22.373,,113,,0,,0,,0,,-283.235,,-283.235,,-283.235,,561.678,,252.202,,741.156,,73.468,,931.902,,-283.235,,0,,-298.579,,110.987,,0,,0,,603.391,,448.678,,448.678,,-15.344,,0,
023252,20180331,20180430,0,ETHAN ALLEN INTERIORS INC,Q1Y18,244.014,,55.421,,24.68,,564.557,,401.248,,44.977,,1.119,,0,,0,,24.283,,2.616,,2.616,,2.616,,402.518,,111.943,,137.209,,24.83,,163.158,,2.616,,-0.016,,3.803,,265.122,,0,,0,,181.419,,401.248,,401.399,,1.187,,0,
023287,20180228,20180430,0,8POINT3 ENERGY PARTNERS LP,Q1Y18,35.541,,841.144,,2.332,,1582.962,,,,13.877,,694.312,,0,,0,,7.871,,9.947,,9.947,,9.947,,1534.551,,2.247,,6.831,,17.432,,742.723,,9.947,,2.672,,-6.425,,706.277,,,,0,,10.869,,256.09,,822.893,,-13.169,,0,
023671,20180331,20180430,0,NOKIA CORP,Q1Y18,22668.8,,23497.936,,4415.488,,48370.784,,19459.44,,9729.104,,3907.904,,200.816,,0,,18.48,,-432.432,,-432.432,,-432.432,,23464.672,,9267.104,,14644.784,,9757.44,,28814.016,,-231.616,,46.816,,-551.936,,2204.048,,0,,0,,6072.528,,19459.44,,19556.768,,-115.808,,200.816,
023697,20180228,20180430,0,SONIC CORP,Q1Y18,122.01,,129.403,,10.569,,561.536,,-252.735,,74.605,,720.817,,0,,0,,12.322,,19.607,,19.607,,19.607,,468.082,,35.424,,48.579,,18.67,,814.271,,19.607,,0.727,,5.921,,310.123,,0,,0,,88.102,,-252.735,,-252.735,,-13.686,,0,
023790,20180228,20180430,0,CRYO-CELL INTERNATIONAL INC,Q1Y18,13.392,,7.432,,1.198,,21.911,,-14.356,,7.577,,4.822,,0,,0,,0,,-2.53,,-2.53,,-2.53,,-9.534,,10.115,,13.313,,18.132,,36.267,,-2.53,,-0.034,,0.673,,1.087,,0,,0,,6.228,,-14.356,,-14.356,,3.203,,0,
023809,20180228,20180331,0,AUTOZONE INC,Q1Y18,4826.307,,496.111,,4365.666,,9403.719,,-1330.547,,320.457,,5043.541,,0,,0,,0,,289.53,,289.53,,289.53,,3712.994,,576.224,,4947.228,,520.565,,10734.266,,289.53,,1.675,,165.758,,4081.301,,0,,0,,2413.025,,-1330.547,,-1330.547,,-123.772,,0,
023809,20180228,20180430,0,AUTOZONE INC,Q1Y18,4826.307,,496.111,,4365.666,,9403.719,,-1330.547,,320.457,,5043.541,,0,,0,,0,,289.53,,289.53,,289.53,,3712.994,,576.224,,4947.228,,520.565,,10734.266,,289.53,,1.675,,165.758,,4081.301,,0,,0,,2413.025,,-1330.547,,-1330.547,,-123.772,,0,
024076,20180131,20180430,0,OLLIE'S BARGAIN OUTLET HLDGS,Q4Y17,303.676,,679.635,,74.206,,1038.199,,796.462,,39.234,,38.835,,0,,0,,0,,70.054,,70.054,,70.054,,835.297,,46.327,,136.726,,7.103,,241.737,,70.054,,0,,53.123,,54.888,,0,,0,,356.669,,796.462,,796.462,,-16.931,,0,
024171,20180131,20180331,0,DSW INC,Q4Y17,863.009,,195.405,,179.308,,1413.613,,950.355,,300.537,,0,,0,,0,,63.823,,11.701,,11.701,,11.701,,950.355,,127.406,,324.526,,138.732,,463.258,,11.701,,2.126,,35.808,,355.199,,0,,0,,719.975,,950.355,,950.355,,24.107,,0,
024171,20180131,20180430,0,DSW INC,Q4Y17,863.009,,195.405,,179.308,,1413.613,,950.355,,300.537,,0,,0,,0,,63.823,,11.701,,11.701,,11.701,,950.355,,127.406,,324.526,,138.732,,463.258,,11.701,,2.126,,35.808,,355.199,,0,,0,,719.975,,950.355,,950.355,,24.107,,0,
024278,20180331,20180430,0,NORTHERN STATES FINANCIAL CP,Q1Y18,,,90.174,,392.295,,487.091,,53.138,,76.123,,10.31,,0,,0,,,,0.866,,0.866,,0.866,,63.448,,,,,,6.08,,433.953,,0.866,,,3,1.184,,8.417,,0,,0,,4.962,,53.138,,53.138,,0.318,,0,
024344,20180331,20180430,0,VERTEX PHARMACEUTICALS INC,Q1Y18,3041.116,,111.188,,74.062,,3952.974,,2401.056,,2486.59,,578.206,,0,,0,,0,,210.164,,210.263,,210.263,,3009.027,,736.331,,827.312,,106.999,,1522.153,,210.263,,96.838,,214.642,,800.67,,0,,0,,640.799,,2401.056,,2430.821,,-12.659,,0,
024352,20180228,20180430,0,PROGRESS SOFTWARE CORP,Q1Y18,237.652,,403.727,,8.913,,683.14,,347.652,,167.497,,114.635,,0,,0,,6.619,,12.912,,12.912,,12.912,,462.287,,187.258,,203.032,,15.658,,335.488,,12.912,,-0.42,,16.183,,41.761,,0,,0,,94.047,,347.652,,347.652,,3.271,,0,
024463,20180131,20180331,0,NATIONAL BEVERAGE CORP,Q4Y17,305.016,,20.667,,58.499,,400.692,,293.355,,155.023,,0,,0,,0,,69.878,,41.08,,41.08,,41.08,,293.505,,32.158,,90.76,,8.675,,107.187,,41.08,,0.426,,46.126,,75.009,,0.15,,0,,227.477,,293.505,,293.505,,5.046,,0,
024463,20180131,20180430,0,NATIONAL BEVERAGE CORP,Q4Y17,305.016,,20.667,,58.499,,400.692,,293.355,,155.023,,0,,0,,0,,69.878,,41.08,,41.08,,41.08,,293.505,,32.158,,90.76,,8.675,,107.187,,41.08,,0.426,,46.126,,75.009,,0.15,,0,,227.477,,293.505,,293.505,,5.046,,0,
024468,20180331,20180430,0,BIOGEN INC,Q1Y18,10195.4,,12560,,345.8,,26090.1,,14053.7,,5916,,5929.4,,0,,0,,0,,1172.9,,1172.9,,1172.9,,19966.9,,2571.1,,3152.1,,1640,,12052.6,,1172.9,,-33,,1493.7,,3334.7,,0,,0,,3131.1,,14053.7,,14037.5,,322.5,,0,
024508,20180131,20180430,0,OOMA INC,Q4Y17,65.124,,3.575,,5.453,,73.431,,37.068,,51.79,,0,,0,,0,,0,,-2.927,,-2.927,,-2.927,,37.068,,30.333,,35.786,,0.577,,36.363,,-2.927,,0.18,,-2.927,,4.732,,0,,0,,30.22,,37.068,,37.068,,0,,0,
024616,20180331,20180430,0,PAYPAL HOLDINGS INC,Q1Y18,34742,,6057,,20849,,42322,,14641,,6306,,0,,0,,0,,0,,511,,511,,511,,14641,,1767,,25714,,1967,,27681,,511,,-114,,548,,1523,,0,,0,,3685,,14641,,14641,,37,,0,
024625,20180331,20180430,0,TOTAL SA,Q1Y18,81985,,58850,,24836,,257016,,121187,,32381,,40257,,0,,0,,1516,,2379,,2636,,2636,,163943,,18321,,58066,,23064,,133330,,2636,,1016,,4245,,116181,,0,,0,,43292,,121187,,123686,,1596,,0,
024672,20180228,20180430,0,AB INTERNATIONAL GROUP CP,Q1Y18,0.474,,0.425,,0.032,,0.899,,0.81,,0.159,,0,,0.027,,0,,0,,-0.161,,-0.161,,-0.161,,0.81,,0.002,,0.089,,0,,0.089,,-0.134,,0,,-0.161,,0,,0,,0,,0.065,,0.81,,0.81,,0,,0.027,
024731,20180331,20180430,0,KIMCO REALTY CORP,Q1Y18,,,10948.28,,,4,11372.502,,5424.523,,218.313,,5097.322,,0,,14.589,,130.241,,128.902,,129.501,,144.09,,10615.87,,132.209,,,,624.423,,5853.954,,144.09,,63.15,,144.034,,,4,0.043,,0,,330.967,,5424.566,,5502.402,,0.052,,0,
024800,20180331,20180430,0,QUALCOMM INC,Q1Y18,45544,,15358,,1454,,64126,,23819,,39571,,19361,,0,,0,,1689,,363,,363,,363,,43180,,6898,,12660,,8286,,40307,,363,,97,,359,,3224,,0,,0,,5261,,23819,,23819,,-4,,0,
024975,20180131,20180228,0,SYNOPSYS INC,Q4Y17,1332.346,,4100.762,,42.097,,5717.549,,3136.529,,605.892,,131.25,,0,,0,,0,,-3.691,,-3.691,,-3.691,,3271.883,,1428.565,,1950.414,,495.252,,2576.916,,-3.691,,15.228,,120.103,,284.441,,0,,0,,769.426,,3136.529,,3140.633,,123.794,,0,
024975,20180131,20180331,0,SYNOPSYS INC,Q4Y17,1332.346,,4100.762,,42.097,,5717.549,,3136.529,,605.892,,131.25,,0,,0,,0,,-3.691,,-3.691,,-3.691,,3271.883,,1428.565,,1950.414,,495.252,,2576.916,,-3.691,,15.228,,120.103,,284.441,,0,,0,,769.426,,3136.529,,3140.633,,123.794,,0,
024975,20180131,20180430,0,SYNOPSYS INC,Q4Y17,1332.346,,4100.762,,42.097,,5717.549,,3136.529,,605.892,,131.25,,0,,0,,0,,-3.691,,-3.691,,-3.691,,3271.883,,1428.565,,1950.414,,495.252,,2576.916,,-3.691,,15.228,,120.103,,284.441,,0,,0,,769.426,,3136.529,,3140.633,,123.794,,0,
025056,20180331,20180430,0,TIME WARNER INC,Q1Y18,15138,,51106,,1187,,68997,,29805,,1691,,18331,,0,,0,,317,,1640,,1643,,1643,,48173,,7642,,12945,,6067,,39155,,1643,,-32,,1510,,2753,,0,,0,,7996,,29805,,29806,,-132,,0,
025124,20180331,20180430,0,PRAXAIR INC,Q1Y18,3329,,5150,,988,,20592,,6368,,545,,7336,,0,,0,,237,,462,,462,,462,,14233,,1040,,3534,,2825,,13695,,462,,14,,620,,12113,,0,,0,,2999,,6368,,6884,,148,,0,
025130,20180131,20180331,0,NCI BUILDING SYSTEMS INC,Q4Y17,434.6,,290.929,,116.567,,945.994,,266.305,,19.402,,387.625,,0,,0,,0,,5.211,,5.249,,5.249,,653.93,,144.736,,271.303,,18.141,,679.689,,5.249,,0.961,,6.367,,220.465,,0,,0,,421.349,,266.305,,266.305,,1.118,,0,
025130,20180131,20180430,0,NCI BUILDING SYSTEMS INC,Q4Y17,434.6,,290.929,,116.567,,945.994,,266.305,,19.402,,387.625,,0,,0,,0,,5.211,,5.249,,5.249,,653.93,,144.736,,271.303,,18.141,,679.689,,5.249,,0.961,,6.367,,220.465,,0,,0,,421.349,,266.305,,266.305,,1.118,,0,
025167,20180131,20180430,0,TAILORED BRANDS INC,Q4Y17,1113.573,,425.708,,145.106,,1999.955,,2.192,,103.607,,1389.808,,0,,0,,35.761,,-0.499,,-0.499,,-0.499,,1392,,285.537,,443.764,,95.366,,1997.763,,-0.499,,0.24,,-12.799,,460.674,,0,,0,,859.864,,2.192,,2.192,,-12.3,,0,
025234,20180131,20180430,0,BUCKLE INC,Q4Y17,360.584,,27.986,,29.387,,538.116,,391.248,,215.919,,0,,0,,0,,133.874,,42.035,,42.035,,42.035,,391.248,,56.155,,97.906,,48.962,,146.868,,42.035,,2.765,,63.453,,149.546,,0,,0,,281.172,,391.248,,391.248,,21.418,,0,
025283,20180131,20180331,0,KOHL'S CORP,Q4Y17,5331,,236,,1271,,13340,,5426,,1308,,4388,,0,,0,,368,,468,,468,,468,,9814,,1155,,2651,,662,,7914,,468,,0,,493,,7773,,0,,0,,6776,,5426,,5426,,25,,0,
025283,20180131,20180430,0,KOHL'S CORP,Q4Y17,5331,,236,,1271,,13340,,5426,,1308,,4388,,0,,0,,368,,468,,468,,468,,9814,,1155,,2651,,662,,7914,,468,,0,,493,,7773,,0,,0,,6776,,5426,,5426,,25,,0,
025333,20180331,20180430,0,PERPETUAL FEDERAL SAVINGS BK,Q1Y18,,,,,309.225,,394.98,,71.248,,,,,,0,,0,,,,1.562,,1.562,,1.562,,,,,,,,,,323.732,,1.562,,,3,,3,,,0,,0,,,3,71.248,,71.248,,0.505,,0,
025756,20180131,20180430,0,PURE STORAGE INC,Q4Y17,944.833,,45.432,,84.42,,1079.407,,497.906,,597.346,,0,,0,,0,,0,,-11.878,,-11.878,,-11.878,,497.906,,292.372,,380.844,,200.657,,581.501,,-11.878,,5.046,,-10.744,,89.142,,0,,0,,338.253,,497.906,,497.906,,1.134,,0,
025880,20180131,20180331,0,PATTERSON COMPANIES INC,Q4Y17,1979.788,,1407.131,,654.792,,3674.358,,1462.99,,118.005,,931.419,,0,,0,,74.641,,108.955,,108.955,,108.955,,2394.409,,191.54,,1100.086,,179.863,,2211.368,,108.955,,2.096,,40.359,,287.439,,0,,0,,1375.222,,1462.99,,1462.99,,-68.596,,0,
025880,20180131,20180430,0,PATTERSON COMPANIES INC,Q4Y17,1979.788,,1407.131,,654.792,,3674.358,,1462.99,,118.005,,931.419,,0,,0,,74.641,,108.955,,108.955,,108.955,,2394.409,,191.54,,1100.086,,179.863,,2211.368,,108.955,,2.096,,40.359,,287.439,,0,,0,,1375.222,,1462.99,,1462.99,,-68.596,,0,
026083,20180131,20180430,0,TIANCI INTERNATIONAL INC,Q4Y17,0.012,,0,,0.008,,0.012,,-0.053,,0.007,,0,,0,,0,,0,,-0.037,,-0.037,,-0.037,,-0.053,,0,,0.065,,0,,0.065,,-0.037,,0,,-0.037,,0,,0,,0,,0,,-0.053,,-0.053,,0,,0,
026144,20180131,20180430,0,AT HOME GROUP INC,Q4Y17,299.981,,607.045,,79.628,,1373.289,,590.879,,8.525,,309.592,,0,,0,,0,,9.855,,9.855,,9.855,,900.471,,97.619,,342.721,,130.097,,782.41,,9.855,,0,,30.7,,466.263,,0,,0,,293.669,,590.879,,590.879,,20.845,,0,
026156,20180131,20180331,0,HEWLETT PACKARD ENTERPRISE,Q4Y17,20499,,34782,,5948,,61619,,23951,,7673,,10040,,-46,,0,,120,,1482,,1482,,1482,,34029,,9070,,19343,,8031,,37630,,1436,,-918,,-657,,6338,,0,,0,,7674,,23951,,23989,,-2139,,-46,
026156,20180131,20180430,0,HEWLETT PACKARD ENTERPRISE,Q4Y17,20499,,34782,,5948,,61619,,23951,,7673,,10040,,-46,,0,,120,,1482,,1482,,1482,,34029,,9070,,19343,,8031,,37630,,1436,,-918,,-657,,6338,,0,,0,,7674,,23951,,23989,,-2139,,-46,
026335,20180131,20180430,0,DULUTH HOLDINGS INC,Q4Y17,101.826,,11.571,,17.32,,223.102,,136.07,,2.865,,28.002,,0,,0,,0,,19.528,,19.528,,19.528,,167.351,,25.261,,50.296,,3.355,,83.753,,19.528,,0.246,,29.003,,109.705,,0,,0,,217.805,,136.07,,139.349,,9.398,,0,
026590,20180331,20180430,0,FORTIVE CORP,Q1Y18,3079.7,,6865.9,,711.7,,10655.4,,4092.4,,1015.7,,3996.9,,0,,0,,24.3,,261.2,,261.2,,261.2,,8106.6,,749.7,,1461.4,,1087.4,,6545.7,,261.2,,-0.7,,312.9,,709.8,,0,,0,,1740.7,,4092.4,,4109.7,,51.7,,0,
026746,20180131,20180430,0,NUTANIX INC,Q4Y17,1162.551,,113.571,,56.27,,1345.196,,300.479,,918.255,,415.651,,0,,0,,0,,-62.631,,-62.631,,-62.631,,716.13,,314.119,,374.552,,254.514,,1044.717,,-62.631,,-0.123,,-60.718,,69.074,,0,,0,,286.744,,300.479,,300.479,,1.913,,0,
027246,20180131,20180430,0,HAMMER FIBER OPTICS HLDGS CP,Q4Y17,0.163,,0.254,,0.175,,5.361,,1.373,,0.108,,0,,0,,0,,0,,-1.02,,-1.02,,-1.02,,1.373,,0.208,,3.988,,0,,3.988,,-1.02,,0.116,,-1.02,,4.944,,0,,0,,0.053,,1.373,,1.373,,0,,0,
027318,20180131,20180430,0,ZEDGE INC,Q4Y17,6.583,,2.885,,0.277,,12.566,,10.336,,4.16,,0,,0,,0,,0,,-0.173,,-0.173,,-0.173,,10.336,,1.917,,2.23,,0,,2.23,,-0.173,,-0.039,,-0.161,,3.098,,0,,0,,3.045,,10.336,,10.336,,0.012,,0,
027819,20180228,20180430,0,STELLAR ACQUISITION III INC,Q1Y18,0.164,,71.602,,0.539,,71.766,,5,,0.162,,0,,0,,0,,0,,-0.364,,-0.364,,-0.364,,68.519,,0.011,,1.522,,1.725,,3.247,,-0.364,,0.222,,-0.364,,0,,63.519,,63.519,,0,,68.519,,68.519,,0,,0,
027928,20180131,20180228,0,INTUIT INC,Q4Y17,1902,,2012,,343,,4898,,1157,,726,,413,,0,,0,,205,,-21,,-21,,-21,,1570,,1999,,3032,,289,,3741,,-21,,5,,19,,984,,0,,0,,1165,,1157,,1157,,40,,0,
027928,20180131,20180331,0,INTUIT INC,Q4Y17,1902,,2012,,343,,4898,,1157,,726,,413,,0,,0,,205,,-21,,-21,,-21,,1570,,1999,,3032,,289,,3741,,-21,,5,,19,,984,,0,,0,,1165,,1157,,1157,,40,,0,
027928,20180131,20180430,0,INTUIT INC,Q4Y17,1902,,2012,,343,,4898,,1157,,726,,413,,0,,0,,205,,-21,,-21,,-21,,1570,,1999,,3032,,289,,3741,,-21,,5,,19,,984,,0,,0,,1165,,1157,,1157,,40,,0,
027938,20180131,20180430,0,SHOE CARNIVAL INC,Q4Y17,320.586,,8.718,,41.739,,415.58,,307.302,,48.254,,0,,0,,0,,4.819,,-3.813,,-3.891,,-3.891,,307.302,,15.045,,56.784,,51.494,,108.278,,-3.891,,0.001,,0.127,,86.276,,0,,0,,243.232,,307.302,,307.302,,4.018,,0,
027981,20180131,20180331,0,CHICOS FAS INC,Q4Y17,514.525,,152.042,,118.253,,1087.605,,656.382,,220.131,,53.601,,0,,0,,42.516,,27.358,,27.975,,27.975,,709.983,,133.715,,266.968,,103.282,,431.223,,27.975,,0,,29.275,,421.038,,0,,0,,587.783,,656.382,,656.382,,1.3,,0,
027981,20180131,20180430,0,CHICOS FAS INC,Q4Y17,514.525,,152.042,,118.253,,1087.605,,656.382,,220.131,,53.601,,0,,0,,42.516,,27.358,,27.975,,27.975,,709.983,,133.715,,266.968,,103.282,,431.223,,27.975,,0,,29.275,,421.038,,0,,0,,587.783,,656.382,,656.382,,1.3,,0,
028084,20180131,20180430,0,COUPA SOFTWARE INC,Q4Y17,488.977,,78.287,,1.342,,572.45,,240.545,,412.903,,163.01,,0,,0,,0,,-8.723,,-8.723,,-8.723,,403.555,,152.357,,153.699,,15.196,,331.905,,-8.723,,2.039,,-7.513,,5.186,,0,,0,,53.752,,240.545,,240.545,,1.21,,0,
028195,20180228,20180430,0,JABIL INC,Q1Y18,7036.175,,1310.13,,4642.86,,11488.257,,2282.095,,940.796,,2181.478,,0,,0,,30.431,,37.308,,37.308,,37.308,,4475.824,,2095.042,,6765.06,,209.507,,9193.911,,37.308,,-2.874,,86.262,,3141.952,,0,,0,,5301.101,,2282.095,,2294.346,,48.734,,0,
028303,20180131,20180430,0,ELLIS PERRY INTL INC,Q4Y17,389.781,,188.217,,98.848,,634.162,,377.55,,49.308,,93.693,,0,,0,,0,,39.685,,39.685,,39.685,,471.243,,39.038,,140.323,,17.681,,256.612,,39.685,,-0.372,,12.842,,56.164,,0,,0,,227.316,,377.55,,377.55,,-26.843,,0,
028518,20180131,20180430,0,SHILOH INDUSTRIES INC,Q4Y17,281.558,,57.354,,159.246,,612.959,,202.397,,11.115,,182.416,,0,,0,,0,,4.858,,4.858,,4.858,,384.813,,37.659,,198.914,,23.103,,410.562,,4.858,,-0.431,,1.8,,274.047,,0,,0,,247.666,,202.397,,202.397,,-3.058,,0,
028742,20180331,20180430,0,BORGWARNER INC,Q1Y18,3697.8,,3413.2,,2160.4,,10034.8,,3910.7,,409.7,,2131.5,,0,,0,,35.6,,225.1,,225.1,,225.1,,6147.3,,37.8,,2436.6,,1450.9,,6019,,225.1,,20.8,,331.7,,2923.8,,0,,0,,2784.3,,3910.7,,4015.8,,94.9,,0,
028790,20180228,20180430,0,LAMB WESTON HOLDINGS INC,Q1Y18,998.2,,398.9,,292.4,,2753.9,,-392.2,,49.4,,2344.4,,0,,0,,82.2,,155.9,,156.8,,156.8,,2006.8,,205.4,,579.3,,87.4,,3091.5,,156.8,,27,,167.1,,1356.8,,0,,0,,863.4,,-392.2,,-392.2,,7.5,,0,
028924,20180131,20180331,0,BARNES & NOBLE INC,Q4Y17,1128.682,,396.811,,490.886,,1787.845,,443.117,,11.5,,59.805,,0,,0,,32.907,,-63.557,,-63.536,,-63.536,,502.922,,644.207,,1135.093,,91.712,,1344.728,,-63.536,,0,,-37.411,,262.352,,0,,0,,1231.771,,443.117,,443.117,,26.125,,0,
028924,20180131,20180430,0,BARNES & NOBLE INC,Q4Y17,1128.682,,396.811,,490.886,,1787.845,,443.117,,11.5,,59.805,,0,,0,,32.907,,-63.557,,-63.536,,-63.536,,502.922,,644.207,,1135.093,,91.712,,1344.728,,-63.536,,0,,-37.411,,262.352,,0,,0,,1231.771,,443.117,,443.117,,26.125,,0,
029028,20180228,20180331,0,COSTCO WHOLESALE CORP,Q1Y18,18899,,755,,10061,,38703,,11754,,5830,,6505,,0,,0,,220,,701,,701,,701,,18558,,8730,,18913,,1232,,26650,,701,,7,,986,,19049,,0,,0,,32995,,11754,,12053,,273,,0,
029028,20180228,20180430,0,COSTCO WHOLESALE CORP,Q1Y18,18899,,755,,10061,,38703,,11754,,5830,,6505,,0,,0,,220,,701,,701,,701,,18558,,8730,,18913,,1232,,26650,,701,,7,,986,,19049,,0,,0,,32995,,11754,,12053,,273,,0,
029150,20180131,20180430,0,URBAN OUTFITTERS INC,Q4Y17,978.757,,160.255,,128.246,,1952.78,,1300.903,,447.345,,0,,0,,0,,0,,1.318,,1.318,,1.318,,1300.903,,215.565,,360.214,,291.663,,651.877,,1.318,,0.301,,91.089,,813.768,,0,,0,,1089.119,,1300.903,,1300.903,,89.771,,0,
029251,20180131,20180430,0,KALVISTA PHARMACEUTICALS,Q4Y17,65.71,,0.173,,1.575,,66.657,,28.568,,58.678,,0.117,,0,,0,,0,,-5.234,,-5.234,,-5.234,,28.685,,22.286,,24.083,,13.889,,38.089,,-5.234,,-0.888,,-5.234,,0.774,,0,,0,,2.331,,28.568,,28.568,,0,,0,
029537,20180331,20180430,0,TRIVAGO N.V. -ADR,Q1Y18,374.011,,825.762,,107.817,,1358.74,,1030.859,,193.574,,0,,0,,0,,0,,-26.855,,-26.855,,-26.855,,1030.859,,31.594,,143.627,,134.343,,327.881,,-26.855,,0.097,,-35.912,,158.967,,0,,0,,319.536,,1030.859,,1030.859,,-9.057,,0,
029621,20180131,20180430,0,STEEL CONNECT INC,Q4Y17,292.756,,471.943,,85.01,,870.11,,133.968,,106.433,,448.037,,0,,0.259,,0,,64.83,,64.83,,65.089,,617.264,,120.203,,222.153,,30.693,,700.883,,65.089,,-1.424,,-12.575,,105.411,,35.259,,35.259,,151.119,,169.227,,169.227,,-77.664,,0,
029692,20180131,20180331,0,WEBCO INDUSTRIES INC,Q4Y17,210.089,,5.441,,0,,313.625,,180.364,,6.808,,12,,0,,0,,,,8.428,,8.428,,8.428,,192.364,,36.387,,114.169,,0,,133.261,,8.428,,0.444,,4.182,,98.095,,0,,0,,110.967,,180.364,,180.364,,-4.246,,0,
029692,20180131,20180430,0,WEBCO INDUSTRIES INC,Q4Y17,210.089,,5.441,,0,,313.625,,180.364,,6.808,,12,,0,,0,,,,8.428,,8.428,,8.428,,192.364,,36.387,,114.169,,0,,133.261,,8.428,,0.444,,4.182,,98.095,,0,,0,,110.967,,180.364,,180.364,,-4.246,,0,
029705,20180131,20180331,0,DAKTRONICS INC,Q4Y17,264.269,,27.462,,40.309,,356.026,,204.415,,73.007,,0,,0,,0,,9.311,,-6.189,,-6.189,,-6.189,,204.415,,80.487,,121.328,,29.299,,151.611,,-6.189,,-0.329,,-3.707,,64.295,,0,,0,,130.316,,204.415,,204.415,,2.482,,0,
029705,20180131,20180430,0,DAKTRONICS INC,Q4Y17,264.269,,27.462,,40.309,,356.026,,204.415,,73.007,,0,,0,,0,,9.311,,-6.189,,-6.189,,-6.189,,204.415,,80.487,,121.328,,29.299,,151.611,,-6.189,,-0.329,,-3.707,,64.295,,0,,0,,130.316,,204.415,,204.415,,2.482,,0,
029789,20180331,20180430,0,ARCADIS NV,Q1Y18,,,,,,,,,,,,,,,,2,,2,,,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,,,,,944.944,,,,,,,2,,2
029804,20180331,20180430,0,INVESCO LTD,Q1Y18,,,15979.1,,13723,,31619.1,,8895.3,,2128.5,,6579.1,,0,,0,,119.6,,253.9,,253.9,,253.9,,16050.1,,1183.1,,,,349.5,,22148.1,,253.9,,74.7,,333.6,,484.4,,0,,0,,1355.8,,8895.3,,9190,,68.4,,0,
029901,20180131,20180331,0,COPART INC,Q4Y17,666.476,,452.501,,242.594,,2143.541,,1331.168,,195.3,,400.646,,0,,0,,0,,103.256,,103.256,,103.256,,1732.437,,6.797,,375.048,,30.86,,811.75,,103.256,,-0.751,,144.438,,1024.564,,0,,0,,459.106,,1331.168,,1331.791,,41.137,,0,
